ANO_ENTREGA;COMUNA;DIRECCION;ESTADO;FECHA_ENTR;FECHA_PUBLICACION;INMOBILIARIA;MODALIDAD;N_BANOS;N_DORMITORIOS;MONEDA;REGION;TIPO;PRECIO_DESPLIEGUE;UF;UF_DESDE;UF_HASTA;M2_TOTALES;M2_CONSTRUIDOS;M2_DESDE;M2_HASTA
;LAS CONDES;LOS MILITARES;USADA;;11-04-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 68,90;68,90;;;204;184;;
;VITACURA;SANTA MARIA DE MANQUEHUE -CAROLINA RABAT;USADA;;19-03-2019;;ARRIENDO;5;5;UF;RM;DEPARTAMENTOS;UF 68,93;68,93;;;217;207;;
;VITACURA;MONSENOR ESCRIBA DE BALAGUER;USADA;;28-03-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 68,93;68,93;;;280;130;;
;VITACURA;AVENIDA SAN JOSEMARIA ESCRIVA DE BALAGUER 0;USADA;;27-03-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 68,93;68,93;;;277;123;;
;LAS CONDES;CERRO COLORADO / COLEGIO ALEMAN / PARQUE JUAN PABLO II;USADA;;04-04-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 68,93;68,93;;;177;150;;
;LAS CONDES;PRECIOSO E IMPECABLE AMOBLADO IDEAL EJECUTIVOS PASOS METRO;USADA;;12-02-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 68,99;68,99;;;170;140;;
;LAS CONDES;EL GOLF;USADA;;08-04-2019;;ARRIENDO;2;1;UF;RM;DEPARTAMENTOS;UF 69,00;69,00;;;117;97;;
;LAS CONDES;CLUB DE GOLF;USADA;;11-05-2019;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 69,00;69,00;;;155;140;;
;LAS CONDES;CALLAO / POLONIA;USADA;;02-05-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 69,00;69,00;;;163;138;;
;LAS CONDES;COD: PA° SECTOR O´CAROL URZUA- PTE RIESC;USADA;;18-06-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 69,00;69,00;;;200;180;;
;LAS CONDES;MANQUEHUE - LOS MILITARES METRO - NEW;USADA;;08-10-2015;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 69,06;69,06;;;160;125;;
;VITACURA;CLUB DE GOLF LOS LEONES;USADA;;14-12-2017;;ARRIENDO;5;4;UF;RM;DEPARTAMENTOS;UF 69,08;69,08;;;285;270;;
;LAS CONDES;EL GOLF / ISIDORA GOYENECHEA;USADA;;31-07-2017;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 69,26;69,26;;;175;150;;
;VITACURA;CANDELARIA GOYENECHEA 523;USADA;;12-03-2018;;ARRIENDO;4;5;UF;RM;DEPARTAMENTOS;UF 69,40;69,40;;;277;217;;
;LAS CONDES;METRO MANQUEHUE;USADA;;29-10-2018;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 69,57;69,57;;;168;148;;
;VITACURA;CAMINO EL PARQUE 200;USADA;;22-08-2018;;ARRIENDO;5;4;UF;RM;DEPARTAMENTOS;UF 69,70;69,70;;;302;242;;
;LAS CONDES;EL GOLF;USADA;;12-04-2018;;ARRIENDO;2;1;UF;RM;DEPARTAMENTOS;UF 69,80;69,80;;;145;110;;
;LAS CONDES;EL GOLF;USADA;;08-03-2018;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 69,90;69,90;;;160;152;;
;LAS CONDES;"EXCLUSIVO / HOTEL ""W""";USADA;;10-12-2015;;ARRIENDO;3;2;UF;RM;DEPARTAMENTOS;UF 69,90;69,90;;;140;120;;
;VITACURA;BICENTENARIO / ESPOZ / NEW;USADA;;28-08-2017;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 69,90;69,90;;;170;155;;
;LO BARNECHEA;CAMINO EL HUINGANAL 3578 - DEPARTAMENTO 302;USADA;;26-12-2018;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 70,00;70,00;;;210;180;;
;LO BARNECHEA;VALLE MONASTERIO/LOS TRAPENSES;USADA;;28-12-2018;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 70,00;70,00;;;250;220;;
;LO BARNECHEA;HUINGANAL;USADA;;06-03-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 70,00;70,00;;;190;190;;
;LO BARNECHEA;HERMOSO DEPARTAMENTO EN EXCLUSIVO CONDOM;USADA;;06-03-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 70,00;70,00;;;250;170;;
;VITACURA;SANTA MARIA;USADA;;13-06-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 70,00;70,00;;;223;207;;
;VITACURA;ALIANZA FRANCESA / JARDIN PROPIO;USADA;;14-06-2019;;ARRIENDO;5;4;UF;RM;DEPARTAMENTOS;UF 70,00;70,00;;;355;235;;
;VITACURA;AMOBLADO! ALONSO DE SOTOMAYOR;USADA;;23-05-2019;;ARRIENDO;3;2;UF;RM;DEPARTAMENTOS;UF 70,00;70,00;;;185;170;;
;VITACURA;SANTA MARIA DE MANQUEHUE;USADA;;16-05-2019;;ARRIENDO;5;4;UF;RM;DEPARTAMENTOS;UF 70,00;70,00;;;225;200;;
;LO BARNECHEA;TRAPENSES;USADA;;14-06-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 70,00;70,00;;;250;220;;
;LAS CONDES;EL GOLF / PRESIDENTE RIESCO;USADA;;26-10-2017;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 70,00;70,00;;;162;155;;
;LAS CONDES;METRO ESCUELA MILITAR;USADA;;12-09-2017;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 70,00;70,00;;;200;170;;
;LAS CONDES;BURGOS / METRO ALCANTARA / RENATO SANCHEZ;USADA;;04-01-2019;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 70,00;70,00;;;312;273;;
;LAS CONDES;LAS TORCAZAS - JEAN MERMOZ;USADA;;02-08-2018;;ARRIENDO;5;5;UF;RM;DEPARTAMENTOS;UF 70,00;70,00;;;250;220;;
;LAS CONDES;LAS CONDES;USADA;;23-03-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 70,00;70,00;;;318;318;;
;LAS CONDES;SAN DAMIAN;USADA;;08-04-2019;;ARRIENDO;1;1;UF;RM;DEPARTAMENTOS;UF 70,00;70,00;;;209;101;;
;LAS CONDES;EL DANTE / PRESIDENTE RIESCO;USADA;;18-08-2017;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 70,19;70,19;;;140;140;;
;LAS CONDES;CAMINO SAN FRANCISCO DE ASIS - LAS CONDE;USADA;;24-05-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 70,25;70,25;;;120;110;;
;VITACURA;ARTURO URETA CON EL ARCANGEL;USADA;;06-03-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 70,26;70,26;;;200;200;;
;LAS CONDES;GERTRUDIS ECHENIQUE / RENATO SANCHEZ;USADA;;30-04-2019;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 70,49;70,49;;;207;207;;
;LO BARNECHEA;AVENIDA EL TRANQUE;USADA;;03-06-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 71,00;71,00;;;205;169;;
;LO BARNECHEA;JOSE ALCALDE DELANO / LOS CACTUS;USADA;;17-05-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 71,00;71,00;;;205;169;;
;LAS CONDES;PENT-HOUSE / HERMOSA VISTA NEW;USADA;;04-08-2016;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 71,00;71,00;;;200;180;;
;VITACURA;CAROLINA RABAT / PARQUE ANTONIO RABAT;USADA;;31-05-2019;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 71,00;71,00;;;306;206;;
;LAS CONDES;KENNEDY LATERAL/GERONIMO DE ALDERETE;USADA;;23-10-2015;;ARRIENDO;5;4;UF;RM;DEPARTAMENTOS;UF 71,22;71,22;;;260;260;;
;LAS CONDES;EL GOLF / PRESIDENTE RIESCO;USADA;;05-04-2017;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 71,28;71,28;;;160;160;;
;LAS CONDES;RESIDENCIAL EL GOLF - NUEVO OCTUBRE;USADA;;17-07-2015;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 71,28;71,28;;;190;155;;
;LAS CONDES;EL GOLF / PENT-HOUSE / NEW;USADA;;31-03-2017;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 71,33;71,33;;;220;200;;
;LAS CONDES;COLEGIOS ALEMAN / ITALIANO;USADA;;21-07-2017;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 71,47;71,47;;;202;180;;
;LAS CONDES;EL GOLF - BORJA HUIDOBRO;USADA;;22-04-2017;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 71,49;71,49;;;245;225;;
;LAS CONDES;EL GOLF - ALTO NIVEL - VACIO;USADA;;02-10-2015;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 71,50;71,50;;;240;225;;
;LAS CONDES;EL GOLF / CALLAO / NEW;USADA;;17-10-2017;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 71,74;71,74;;;145;130;;
;VITACURA;SANTA MARIA DE MANQUEHUE - PRIMER PISO CON JARDIN PROPIO;USADA;;21-11-2017;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 71,74;71,74;;;270;180;;
;LO BARNECHEA;VALLE DEL MONASTERIO / LA DEHESA / PORTAL LA DEHESA;USADA;;28-03-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 71,74;71,74;;;200;170;;
;LO BARNECHEA;VALLE DEL MONASTERIO / LA DEHESA / PORTAL LA DEHESA;USADA;;16-04-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 71,74;71,74;;;200;170;;
;VITACURA;ESPOZ CON BARTOLOME DE LAS CASAS;USADA;;06-07-2018;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 71,76;71,76;;;320;320;;
;LO BARNECHEA;AV. EL TRANQUE / RODEO;USADA;;07-07-2018;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 71,82;71,82;;;175;149;;
;VITACURA;ESPOZ / DUPLEX JARDIN PRIVADO;USADA;;14-05-2019;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 71,83;71,83;;;276;236;;
;LO BARNECHEA;4488819 - SECTOR VALLE DEL MONASTERIO -;USADA;;06-06-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 71,83;71,83;;;150;140;;
;LAS CONDES;"EL GOLF / CALLAO / CLASS ""A"" / NEW";USADA;;06-07-2016;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 71,85;71,85;;;145;130;;
;LAS CONDES;EL GOLF / ISIDORA GOYENECHEA;USADA;;23-07-2017;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 71,85;71,85;;;195;150;;
;VITACURA;ALONSO DE CORDOVA/ EL CLONQUI;USADA;;14-06-2019;;ARRIENDO;5;4;UF;RM;DEPARTAMENTOS;UF 71,91;71,91;;;366;300;;
;LAS CONDES;3 DORMS - AMOBLADO;USADA;;14-06-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 71,91;71,91;;;155;135;;
;LAS CONDES;EL GOLF III / BORJA HUIDOBRO / METRO ALCANTARA;USADA;;09-04-2019;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 71,93;71,93;;;160;150;;
;LAS CONDES;EL GOLF / METRO ALCANTARA / NEW;USADA;;12-06-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 71,93;71,93;;;140;123;;
;LAS CONDES;CERRO COLORADO / MANQUEQUE;USADA;;11-01-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 71,95;71,95;;;169;169;;
;VITACURA;***KENNEDY / PAUL CLAUDEL / CLUB DE GOLF***;USADA;;11-06-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 71,95;71,95;;;194;194;;
;VITACURA;ALIANZA FRANCESA -CANDELARIA GOYENECHEA;USADA;;11-06-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 71,95;71,95;;;395;140;;
;LAS CONDES;NORUEGA / ESTOCOLMO;USADA;;27-05-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 71,95;71,95;;;175;145;;
;LO BARNECHEA;CAMINO TURISTICO / MAMPATO;USADA;;05-06-2019;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 71,96;71,96;;;170;140;;
;LAS CONDES;CLUB DE GOLF / ENTREGA INMEDIATA / EXCELENTE ESTADO;USADA;;25-05-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 71,96;71,96;;;200;160;;
;LAS CONDES;CAMINO OTONAL - CAMINO LAS FLORES;USADA;;28-05-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 71,96;71,96;;;129;254;;
;LAS CONDES;METRO ALCANTARA;USADA;;10-06-2019;;ARRIENDO;5;4;UF;RM;DEPARTAMENTOS;UF 71,96;71,96;;;268;240;;
;LAS CONDES;SECTOR EJECUTIVO: TODO INCLUIDO;USADA;;08-11-2018;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 72,00;72,00;;;140;130;;
;LO BARNECHEA;EL HUINGANAL;USADA;;26-04-2019;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 72,00;72,00;;;;360;;
;LAS CONDES;"EL GOLF / CALLAO / CLASS ""A""";USADA;;20-04-2017;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 72,00;72,00;;;145;135;;
;LAS CONDES;"EL GOLF / CALLAO / CLASS ""A""";USADA;;23-07-2017;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 72,00;72,00;;;145;135;;
;LAS CONDES;LA GIOCONDA / A VESPUCIO NORTE;USADA;;29-01-2018;;ARRIENDO;5;5;UF;RM;DEPARTAMENTOS;UF 72,00;72,00;;;220;204;;
;LO BARNECHEA;PORTAL LA DEHESA;USADA;;03-09-2017;;ARRIENDO;3;2;UF;RM;DEPARTAMENTOS;UF 72,00;72,00;;;;130;;
;LO BARNECHEA;PORTAL LA DEHESA;USADA;;03-09-2017;;ARRIENDO;3;2;UF;RM;DEPARTAMENTOS;UF 72,00;72,00;;;;130;;
;PROVIDENCIA;SUECIA CON ELIODORO YANEZ;USADA;;05-12-2018;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 72,00;72,00;;;189;140;;
;LO BARNECHEA;GOLF DE MANQUEHUE;USADA;;31-05-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 72,00;72,00;;;289;289;;
;LO BARNECHEA;GOLF DE MANQUEHUE;USADA;;31-05-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 72,00;72,00;;;259;203;;
;LO BARNECHEA;SECTOR VALLE DEL MONASTERIO - CAMINO DEL CERRO ALTO;USADA;;05-06-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 72,00;72,00;;;150;140;;
;VITACURA;TERESA CONCHA / AV. KENNEDY;USADA;;14-08-2017;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 72,01;72,01;;;300;140;;
;VITACURA;ALONSO DE SOTOMAYOR / AMERICO VESPUCIO N;USADA;;15-05-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 72,01;72,01;;;170;150;;
;LAS CONDES;EL GOLF - ISIDORA GOYENECHEA;USADA;;09-01-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 72,01;72,01;;;280;280;;
;LO BARNECHEA;AV. LA DEHESA / EL RADAL;USADA;;30-05-2019;;ARRIENDO;5;4;UF;RM;DEPARTAMENTOS;UF 72,05;72,05;;;280;260;;
;VITACURA;AVENIDA KENNEDY/ CLUB DE GOLF;USADA;;29-05-2019;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 72,05;72,05;;;250;230;;
;VITACURA;ALONSO DE CORDOVA;USADA;;20-05-2019;;ARRIENDO;5;3;UF;RM;DEPARTAMENTOS;UF 72,05;72,05;;;380;280;;
;VITACURA;AMPLIO DEPARTAMENTO;USADA;;23-04-2018;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 72,06;72,06;;;250;230;;
;LAS CONDES;EL GOLF / METRO ALCANTARA / LAS CONDES;USADA;;24-05-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 72,09;72,09;;;145;135;;
;LAS CONDES;MANQUEHUE NORTE;USADA;;01-12-2016;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 72,10;72,10;;;257;257;;
;LAS CONDES;METRO EL GOLF - RENATO SANCHEZ CON ENRIQUE FOSTER;USADA;;20-05-2019;;ARRIENDO;5;4;UF;RM;DEPARTAMENTOS;UF 72,12;72,12;;;290;270;;
;VITACURA;COLEGIO SAN BENITO;USADA;;10-01-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 72,14;72,14;;;315;285;;
;LAS CONDES;EL DANTE / EL GOLF / TRANQUILO / AMPLIO;USADA;;15-05-2019;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 72,14;72,14;;;187;140;;
;VITACURA;MUSEO RALLI / ALONSO DE SOTOMAYOR / VITACURA;USADA;;16-05-2019;;ARRIENDO;2;2;UF;RM;DEPARTAMENTOS;UF 72,14;72,14;;;170;150;;
;LAS CONDES;PENT - HOUSE / EXCLUSIVO;USADA;;03-12-2018;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 72,15;72,15;;;280;235;;
;VITACURA;VISTA CLUB DE GOLF LOS LEONES;USADA;;13-05-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 72,16;72,16;;;320;320;;
;LAS CONDES;DOMINICOS;USADA;;25-03-2019;;ARRIENDO;5;4;UF;RM;DEPARTAMENTOS;UF 72,19;72,19;;;500;240;;
;VITACURA;ALONSO DE SOTOMAYOR / LO CASTILLO / AMOBLADO 0;USADA;;07-05-2019;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 72,22;72,22;;;185;170;;
;VITACURA;LO MATTA - ESPECTACULAR VISTA DESPEJADA;USADA;;23-04-2018;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 72,24;72,24;;;315;210;;
;LAS CONDES;EL GOLF - CALLAO MINIMALISTA;USADA;;29-02-2016;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 72,26;72,26;;;146;135;;
;VITACURA;LOS ACANTOS/LAS NIEVES/AV. KENNEDY;USADA;;02-05-2019;;ARRIENDO;4;5;UF;RM;DEPARTAMENTOS;UF 72,28;72,28;;;;320;;
;LAS CONDES;EL GOLF - CALLAO - LUJOSO MINIMALISTA;USADA;;21-04-2016;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 72,31;72,31;;;150;140;;
;LAS CONDES;PENT- HOUSE - EL GOLF - NEW LUJOSO RESIDENSIAL;USADA;;28-10-2015;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 72,31;72,31;;;210;150;;
;LAS CONDES;RESIDENCIAL EL GOLF LUJOSO NUEVO IMPERDIBLE;USADA;;21-07-2015;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 72,31;72,31;;;210;150;;
;VITACURA;AVENIDA KENNEDY/PARQUE ARAUCO;USADA;;10-08-2017;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 72,31;72,31;;;;230;;
;LAS CONDES;EL GOLF;USADA;;12-06-2019;;ARRIENDO;5;5;UF;RM;DEPARTAMENTOS;UF 72,40;72,40;;;506;309;;
;LAS CONDES;CAMINO OTONAL - CAMINO LAS FLORES;USADA;;10-04-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 72,46;72,46;;;129;254;;
;LAS CONDES;**RIESCO / CLUB DE GOLF **AMOBLADO**;USADA;;11-04-2019;;ARRIENDO;3;2;UF;RM;DEPARTAMENTOS;UF 72,53;72,53;;;161;145;;
;LAS CONDES;CERRO EL PLOMO / MODERNO / LAS CONDES;USADA;;11-05-2017;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 72,55;72,55;;;161;151;;
;LAS CONDES;CAMINO OTONAL;USADA;;02-02-2018;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 72,56;72,56;;;305;270;;
;LO BARNECHEA;LOS TRAPENSES - SANTIAGO COLLEGE;USADA;;06-03-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 72,56;72,56;;;;160;;
;LAS CONDES;VISTA PARQUE ARAUCANO / EXCLUSIVO / CERRO COLORADO;USADA;;16-01-2019;;ARRIENDO;2;1;UF;RM;DEPARTAMENTOS;UF 72,57;72,57;;;113;105;;
;VITACURA;KENNEDY;USADA;;11-06-2018;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 72,59;72,59;;;250;230;;
;VITACURA;LAS NIEVES;USADA;;22-02-2018;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 72,59;72,59;;;283;227;;
;LO BARNECHEA;CAMINO REAL;USADA;;16-11-2018;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 72,59;72,59;;;260;203;;
;LAS CONDES;PENTHOUSE VISTA DESPEJADA / SAN CARLOS DE APOQUINDO;USADA;;12-06-2019;;ARRIENDO;4;5;UF;RM;DEPARTAMENTOS;UF 72,60;72,60;;;543;276;;
;LAS CONDES;SAN CARLOS DE APOQUINDO/ LAS CONDES;USADA;;25-02-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 72,60;72,60;;;543;276;;
;LO BARNECHEA;COLEGIO SANTIAGO COLLEGE;USADA;;04-12-2018;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 72,60;72,60;;;210;210;;
;LO BARNECHEA;LA DEHESA - EL TRANQUE;USADA;;01-02-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 72,60;72,60;;;132;120;;
;LO BARNECHEA;DEHESA ANTIGUA;USADA;;24-01-2019;;ARRIENDO;2;3;UF;RM;DEPARTAMENTOS;UF 72,61;72,61;;;180;155;;
;LO BARNECHEA;CAMINO LA HUERTA / PUNTA DE AGUILAS;USADA;;29-05-2017;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 72,62;72,62;;;180,85;180,85;;
;LAS CONDES;HOTEL W / EXCLUSIVO / NIVEL SUPERIOR;USADA;;13-02-2019;;ARRIENDO;2;1;UF;RM;DEPARTAMENTOS;UF 72,62;72,62;;;90;70;;
;VITACURA;PARQUE ANTONIO RABAT;USADA;;14-01-2019;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 72,66;72,66;;;320;275;;
;LAS CONDES;PENT - HOUSE / EXCLUSIVO;USADA;;22-11-2018;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 72,72;72,72;;;280;235;;
;LAS CONDES;CARLOS PENA OTAEGUI;USADA;;12-02-2019;;ARRIENDO;5;5;UF;RM;DEPARTAMENTOS;UF 73,00;73,00;;;543;276;;
;LAS CONDES;LOS MILITARES/ALONSO DE CORDOVA;USADA;;28-03-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 73,03;73,03;;;186;168;;
;VITACURA;KENNEDY / PAUL CLAUDEL - CERCANO EL GOLF;USADA;;02-10-2018;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 73,10;73,10;;;220;220;;
;LAS CONDES;BURGOS / APOQUINDO;USADA;;19-08-2018;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 73,41;73,41;;;270;235;;
;VITACURA;NAVIDAD / PRESIDENTE KENNEDY;USADA;;12-04-2018;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 73,47;73,47;;;225;200;;
;LAS CONDES;EL GOLF / INCREIBLE VISTA;USADA;;13-06-2018;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 73,52;73,52;;;180;165;;
;LAS CONDES;"EL GOLF / CALLAO / CLASS ""A""";USADA;;25-07-2018;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 73,54;73,54;;;145;133;;
;VITACURA;LATERAL KENNEDY / VITACURA;USADA;;12-12-2016;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 73,57;73,57;;;198;189;;
;LAS CONDES;DEPTO. AMOBLADO LA GIOCONDA / AMERICO VESPUCIO;USADA;;01-11-2017;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 73,57;73,57;;;209;196;;
;LAS CONDES;"EL GOLF / CALLAO / CLASS ""A""";USADA;;20-03-2017;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 73,57;73,57;;;145;135;;
;LAS CONDES;CAMINO OTONAL / CAMINO LAS FLORES;USADA;;28-04-2018;;ARRIENDO;5;5;UF;RM;DEPARTAMENTOS;UF 74,07;74,07;;;305;270;;
;LAS CONDES;METRO GOLF;USADA;;30-06-2017;;ARRIENDO;3;4;UF;RM;DEPARTAMENTOS;UF 74,17;74,17;;;213;180;;
;LAS CONDES;EL GOLF / VANGUARDISTA / NEW;USADA;;27-09-2016;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 74,17;74,17;;;250;230;;
;VITACURA;SECTOR LAS NIEVES.;USADA;;31-05-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 74,96;74,96;;;224;194;;
;SANTIAGO;ESMERALDA  732;USADA;;18-02-2019;;ARRIENDO;2;5;UF;RM;DEPARTAMENTOS;UF 75,00;75,00;;;200;200;;
;LAS CONDES;SECTOR EL GOLF;USADA;;24-11-2018;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 75,00;75,00;;;180;180;;
;LAS CONDES;EL GOLF;USADA;;03-12-2018;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 75,00;75,00;;;200;180;;
;LAS CONDES;EXCLUSIVO DEPARTAMENTO / VISTA DIRECTA A ESCUELA MILITAR;USADA;;30-10-2018;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 75,00;75,00;;;186;140;;
;LAS CONDES;LA GIOCONDA;USADA;;02-02-2019;;ARRIENDO;3;3;UF;RM;DEPARTAMENTOS;UF 75,00;75,00;;;160;140;;
;LAS CONDES;BARRIO EL GOLF;USADA;;29-03-2019;;ARRIENDO;4;4;UF;RM;DEPARTAMENTOS;UF 75,00;75,00;;;336;296;;
;VITACURA;CONDOMINIO CAROLINA RABAT / SANTA MARIA;USADA;;05-01-2019;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 75,00;75,00;;;;207;;
;VITACURA;VITACURA - ESPOZ - VESPUCIO;USADA;;15-05-2019;;ARRIENDO;5;4;UF;RM;DEPARTAMENTOS;UF 75,00;75,00;;;220;200;;
;VITACURA;SANTA MARIA / CAROLINA RABAT;USADA;;08-06-2019;;ARRIENDO;4;3;UF;RM;DEPARTAMENTOS;UF 75,00;75,00;;;223;200;;
