ANO_ENTREGA;COMUNA;DIRECCION;ESTADO;FECHA_ENTR;FECHA_PUBLICACION;INMOBILIARIA;MODALIDAD;N_BANOS;N_DORMITORIOS;MONEDA;REGION;TIPO;PRECIO_DESPLIEGUE;UF;UF_DESDE;UF_HASTA;M2_TOTALES;M2_CONSTRUIDOS;M2_DESDE;M2_HASTA
;IQUIQUE;EDIFICIO BARRIO PARQUE - NUEVO Y EXCLUSIVO DEPARTAMENTO;USADA;;20-03-2019;;ARRIENDO;3;3;UF;I;DEPARTAMENTOS;UF 43,28;43,28;;;238,67;238,67;;
;IQUIQUE;CAPITAN ROBERTO PEREZ 808;USADA;;18-06-2019;;ARRIENDO;3;3;UF;I;DEPARTAMENTOS;UF 46,70;46,70;;;180;180;;
;IQUIQUE;JARDINES DE HUAYQUIQUE EDIF ALERCE AV.PROYECTADA 2140 - DEPARTAMENTO 1204;USADA;;14-06-2019;;ARRIENDO;5;5;UF;I;DEPARTAMENTOS;UF 50,30;50,30;;;212;177;;
;IQUIQUE;OFICINA/ LOCAL A CALLE - EDIF. HUMBERSTONE PISO 1;USADA;;07-02-2019;;ARRIENDO;2;1;UF;I;OFICINAS;UF 90,00;90,00;;;;130;;
;IQUIQUE;OFICINA RAMIREZ 110;USADA;;07-06-2019;;ARRIENDO;1;1;UF;I;OFICINAS;UF 7,20;7,20;;;;13,40;;
;IQUIQUE;GOROSTIAGA;USADA;;09-04-2019;;ARRIENDO;1;1;UF;I;OFICINAS;UF 12,70;12,70;;;;30;;
;IQUIQUE;BOLIVAR 202 - OFICINA 308;USADA;;31-05-2019;;ARRIENDO;1;2;UF;I;OFICINAS;UF 13,69;13,69;;;;40;;
;IQUIQUE;EDIFICIO ECONORTE;USADA;;09-05-2019;;ARRIENDO;2;2;UF;I;OFICINAS;UF 19,85;19,85;;;;70;;
;IQUIQUE;SOTOMAYOR 470;USADA;;27-02-2019;;ARRIENDO;2;;UF;I;OFICINAS;UF 19,96;19,96;;;;60;;
;IQUIQUE;OFICINA ECONORTE;USADA;;14-05-2019;;ARRIENDO;2;2;UF;I;OFICINAS;UF 23,00;23,00;;;;60;;
;IQUIQUE;SOTOMAYOR 2075;USADA;;26-10-2018;;ARRIENDO;1;2;UF;I;OFICINAS;UF 25,53;25,53;;;;70;;
;IQUIQUE;CASA PARA OFICINA;USADA;;18-06-2019;;ARRIENDO;2;3;UF;I;OFICINAS;UF 28,74;28,74;;;;90;;
;IQUIQUE;GENERAL FUENZALIDA;USADA;;06-06-2019;;ARRIENDO;2;;UF;I;OFICINAS;UF 30,54;30,54;;;101;101;;
;IQUIQUE;EDIFICIO EMPRESARIAL -95 M2;USADA;;10-06-2019;;ARRIENDO;3;1;UF;I;OFICINAS;UF 35,00;35,00;;;;95;;
;IQUIQUE;EDIFICIO FINANZAS;USADA;;19-06-2018;;ARRIENDO;2;3;UF;I;OFICINAS;UF 35,00;35,00;;;;81;;
;IQUIQUE;18 DE SEPTIEMBRE 815;USADA;;25-04-2019;;ARRIENDO;2;4;UF;I;OFICINAS;UF 36,18;36,18;;;300;250;;
;IQUIQUE;DIECIOCHO DE SEPTIEMBRE 815;USADA;;22-04-2019;;ARRIENDO;2;4;UF;I;OFICINAS;UF 36,20;36,20;;;300;220;;
;IQUIQUE;VIVAR;USADA;;10-06-2019;;ARRIENDO;2;;UF;I;OFICINAS;UF 40,00;40,00;;;264;264;;
;IQUIQUE;EDIFICIO EMPRESARIAL;USADA;;20-06-2018;;ARRIENDO;3;5;UF;I;OFICINAS;UF 52,00;52,00;;;;130;;
;IQUIQUE;EDIFICIO HUMBERSTONE;USADA;;05-04-2019;;ARRIENDO;2;5;UF;I;OFICINAS;UF 55,00;55,00;;;;120;;
;IQUIQUE;EDIFICIO EMPRESSARIAL;USADA;;26-02-2019;;ARRIENDO;2;4;UF;I;OFICINAS;UF 59,00;59,00;;;;149;;
;IQUIQUE;BOLIVAR / OBISPO LABBE;USADA;;13-05-2019;;ARRIENDO;3;4;UF;I;OFICINAS;UF 72,16;72,16;;;360;360;;
;IQUIQUE;EDIFICIO NUEVA ERA 01;USADA;;19-04-2018;;ARRIENDO;2;;UF;I;OFICINAS;UF 108,83;108,83;;;81,77;458,73;;
;IQUIQUE;OBISPO LABBE / WILSON;USADA;;26-02-2019;;ARRIENDO;4;4;UF;I;OFICINAS;UF 128,00;128,00;;;;285;;
;IQUIQUE;OBISPO LABBE;USADA;;20-04-2018;;ARRIENDO;5;;UF;I;OFICINAS;UF 160,00;160,00;;;285;285;;
;ANTOFAGASTA;SUBIDA DE LA QUEBRADA;USADA;;20-05-2019;;ARRIENDO;5;5;UF;II;CASAS;UF 72,12;72,12;;;270;270;;
;ANTOFAGASTA;OFICINA CASTILLA 11519;USADA;;27-05-2019;;ARRIENDO;1;1;UF;II;CASAS;UF 7,21;7,21;;;120;90;;
;ANTOFAGASTA;ALCALDE MIGUEL ROJAS;USADA;;31-05-2019;;ARRIENDO;1;3;UF;II;CASAS;UF 16,93;16,93;;;100;60;;
;ANTOFAGASTA;ALTOS DEL MAR 1147;USADA;;15-05-2019;;ARRIENDO;3;4;UF;II;CASAS;UF 17,26;17,26;;;100;60;;
;ANTOFAGASTA;AVENIDA MAXIMILIANO POBLETE;USADA;;29-04-2019;;ARRIENDO;3;4;UF;II;CASAS;UF 23,45;23,45;;;170;100;;
;ANTOFAGASTA;LOCALES COMERCIALES EN STRIP CENTER COVI;USADA;;31-05-2019;;ARRIENDO;;;UFM;II;CASAS;UF 0,80/M²;0,80;;;;;;
;ANTOFAGASTA;SECTOR NORTE;USADA;;31-05-2019;;ARRIENDO;1;2;UF;II;CASAS;UF 12,60;12,60;;;80;70;;
;ANTOFAGASTA;SECTOR SUR;USADA;;28-12-2018;;ARRIENDO;1;1;UF;II;CASAS;UF 13,06;13,06;;;40;40;;
;ANTOFAGASTA;JAIME PADRELY 234;USADA;;09-05-2019;;ARRIENDO;1;2;UF;II;CASAS;UF 14,07;14,07;;;120;100;;
;ANTOFAGASTA;TENIENTE LUIS URIBE;USADA;;15-06-2019;;ARRIENDO;2;2;UF;II;CASAS;UF 16,18;16,18;;;58;58;;
;ANTOFAGASTA;CASA EN SECTOR VILLA LAS PALMAS;USADA;;14-06-2019;;ARRIENDO;1;3;UF;II;CASAS;UF 16,18;16,18;;;100;70;;
;ANTOFAGASTA;CALLE ACHAO;USADA;;27-05-2019;;ARRIENDO;1;2;UF;II;CASAS;UF 16,22;16,22;;;180;120;;
;ANTOFAGASTA;CASA EN SECTOR LA COVIEFI;USADA;;16-05-2019;;ARRIENDO;1;3;UF;II;CASAS;UF 16,92;16,92;;;70;90;;
;ANTOFAGASTA;ORELLAS 1368;USADA;;24-04-2019;;ARRIENDO;1;3;UF;II;CASAS;UF 17,28;17,28;;;90;90;;
;ANTOFAGASTA;LOS FUNDADORES 0150 - CASA 44;USADA;;18-04-2019;;ARRIENDO;2;3;UF;II;CASAS;UF 17,38;17,38;;;167;70;;
;ANTOFAGASTA;ALMIRANTE JUAN JOSE LATORRE 2920;USADA;;22-05-2019;;ARRIENDO;2;3;UF;II;CASAS;UF 17,67;17,67;;;95;95;;
;ANTOFAGASTA;SECTOR NORTE;USADA;;10-09-2018;;ARRIENDO;2;3;UF;II;CASAS;UF 19,23;19,23;;;80;70;;
;MEJILLONES;BALTAZAR ZULETA;USADA;;09-04-2019;;ARRIENDO;1;2;UF;II;CASAS;UF 19,84;19,84;;;70;70;;
;ANTOFAGASTA;GLADYS MARIN 180;USADA;;14-05-2019;;ARRIENDO;2;3;UF;II;CASAS;UF 19,84;19,84;;;90;80;;
;ANTOFAGASTA;SAN FRANCISCO 573;USADA;;09-04-2019;;ARRIENDO;2;3;UF;II;CASAS;UF 19,95;19,95;;;200;100;;
;ANTOFAGASTA;CASA ESQUINA IDEAL PARA EMPRESAS;USADA;;31-05-2019;;ARRIENDO;2;4;UF;II;CASAS;UF 21,58;21,58;;;130;110;;
;CALAMA;FEDERICO ERRAZURIZ 3673;USADA;;30-08-2018;;ARRIENDO;2;3;UF;II;CASAS;UF 21,58;21,58;;;90;58;;
;ANTOFAGASTA;TTE IBANEZ 10046;USADA;;09-04-2019;;ARRIENDO;2;3;UF;II;CASAS;UF 21,77;21,77;;;200;120;;
;ANTOFAGASTA;CALLE CERRO MORENO - CONDOMINIO CERRADO;USADA;;29-01-2019;;ARRIENDO;3;4;UF;II;CASAS;UF 21,78;21,78;;;80;122;;
;ANTOFAGASTA;GRAN VIA;USADA;;04-04-2018;;ARRIENDO;2;3;UF;II;CASAS;UF 24,10;24,10;;;160;130;;
;CALAMA;AV. BILBAO / 5 ORIENTE;USADA;;17-03-2016;;ARRIENDO;2;3;UF;II;CASAS;UF 24,38;24,38;;;120;70;;
;ANTOFAGASTA;OFICINA PETRONILA 183;USADA;;22-05-2019;;ARRIENDO;4;4;UF;II;CASAS;UF 24,51;24,51;;;90;110;;
;ANTOFAGASTA;NORTE;USADA;;04-06-2019;;ARRIENDO;3;3;UF;II;CASAS;UF 24,84;24,84;;;180;124;;
;ANTOFAGASTA;COLIHUE 01410;USADA;;14-06-2019;;ARRIENDO;3;4;UF;II;CASAS;UF 25,17;25,17;;;140;100;;
;CALAMA;CONCHI VIEJO 1838;USADA;;10-06-2019;;ARRIENDO;2;4;UF;II;CASAS;UF 25,19;25,19;;;200;120;;
;ANTOFAGASTA;AMPLIA CASA EN SECTOR COVIEFI;USADA;;31-05-2019;;ARRIENDO;3;5;UF;II;CASAS;UF 27,00;27,00;;;200;120;;
;ANTOFAGASTA;COVIEFI;USADA;;31-05-2019;;ARRIENDO;2;4;UF;II;CASAS;UF 27,01;27,01;;;200;130;;
;ANTOFAGASTA;LUIS FRANCO AVALOS 254;USADA;;14-05-2018;;ARRIENDO;3;3;UF;II;CASAS;UF 27,74;27,74;;;160;120;;
;ANTOFAGASTA;CALLE CURICO;USADA;;14-06-2019;;ARRIENDO;2;4;UF;II;CASAS;UF 28,04;28,04;;;;130;;
;ANTOFAGASTA;AMPLIA CASA DE 5 DORMITORIOS;USADA;;31-05-2019;;ARRIENDO;3;5;UF;II;CASAS;UF 28,80;28,80;;;200;110;;
;ANTOFAGASTA;SECTOR PLAYA BLANCA;USADA;;31-05-2019;;ARRIENDO;2;4;UF;II;CASAS;UF 28,82;28,82;;;98;124;;
;CALAMA;TARAR 350;USADA;;19-05-2019;;ARRIENDO;4;4;UF;II;CASAS;UF 28,85;28,85;;;400;140;;
;ANTOFAGASTA;AVENIDA ARGENTINA / JOSE SANTOS OSSAS;USADA;;25-04-2019;;ARRIENDO;1;4;UF;II;CASAS;UF 28,94;28,94;;;130;100;;
;ANTOFAGASTA;AVENIDA PEDRO AGUIRRE CERDA 11695;USADA;;03-06-2019;;ARRIENDO;3;4;UF;II;CASAS;UF 30,61;30,61;;;200;200;;
;ANTOFAGASTA;AVENIDA JAIME GUZMAN;USADA;;19-05-2019;;ARRIENDO;5;4;UF;II;CASAS;UF 30,65;30,65;;;210;170;;
;ANTOFAGASTA;PARQUE INGLES;USADA;;21-08-2018;;ARRIENDO;3;4;UF;II;CASAS;UF 30,80;30,80;;;220;140;;
;ANTOFAGASTA;PARQUE INGLES;USADA;;03-04-2019;;ARRIENDO;3;4;UF;II;CASAS;UF 30,84;30,84;;;200;180;;
;ANTOFAGASTA;URIBE 1769;USADA;;29-05-2019;;ARRIENDO;2;4;UF;II;CASAS;UF 32,42;32,42;;;200;140;;
;ANTOFAGASTA;AVENIDA ANGAMOS 1192;USADA;;06-05-2019;;ARRIENDO;3;4;UF;II;CASAS;UF 34,18;34,18;;;16,50;140;;
;ANTOFAGASTA;GRAN CASA EN SECTOR ALTOS GRAN VIA;USADA;;01-05-2019;;ARRIENDO;4;4;UF;II;CASAS;UF 34,20;34,20;;;203;146;;
;ANTOFAGASTA;AVDA RENDIC;USADA;;11-10-2018;;ARRIENDO;3;9;UF;II;CASAS;UF 35,28;35,28;;;;;;
;ANTOFAGASTA;AVENIDA JAIME GUZMAN;USADA;;23-04-2019;;ARRIENDO;;4;UF;II;CASAS;UF 36,00;36,00;;;210;120;;
;ANTOFAGASTA;TRAVESIA DE LA PLAZA;USADA;;23-05-2019;;ARRIENDO;4;5;UF;II;CASAS;UF 36,00;36,00;;;450;350;;
;ANTOFAGASTA;VILLA LA FLORIDA;USADA;;31-05-2019;;ARRIENDO;5;5;UF;II;CASAS;UF 36,02;36,02;;;240;203;;
;ANTOFAGASTA;REBECA MATTE;USADA;;24-04-2019;;ARRIENDO;2;4;UF;II;CASAS;UF 36,15;36,15;;;200;200;;
;ANTOFAGASTA;AVDA ESCONDIDA;USADA;;25-03-2019;;ARRIENDO;3;4;UF;II;CASAS;UF 36,28;36,28;;;325;325;;
;CALAMA;5 ORIENTE 1555;USADA;;20-01-2019;;ARRIENDO;3;4;UF;II;CASAS;UF 36,28;36,28;;;220;180;;
;CALAMA;VILLA AYQUINA;USADA;;12-03-2018;;ARRIENDO;3;6;UF;II;CASAS;UF 36,84;36,84;;;300;140;;
;CALAMA;BLISTER 2560;USADA;;29-05-2019;;ARRIENDO;2;5;UF;II;CASAS;UF 39,60;39,60;;;600;180;;
;ANTOFAGASTA;CASA EN CONDOMINIO BORDEMARINO;USADA;;16-05-2019;;ARRIENDO;3;4;UF;II;CASAS;UF 41,40;41,40;;;330;280;;
;ANTOFAGASTA;LINDA CASA EN EXCLUSIVO SECTOR;USADA;;01-04-2019;;ARRIENDO;;5;UF;II;CASAS;UF 43,20;43,20;;;531;143;;
;CALAMA;ORIENTE 560;USADA;;15-04-2019;;ARRIENDO;3;5;UF;II;CASAS;UF 43,49;43,49;;;500;190;;
;ANTOFAGASTA;SECTOR SUR;USADA;;12-09-2018;;ARRIENDO;3;6;UF;II;CASAS;UF 43,53;43,53;;;100;80;;
;CALAMA;AVENIDA BALMACEDA 1555;USADA;;20-01-2019;;ARRIENDO;2;4;UF;II;CASAS;UF 43,55;43,55;;;240;230;;
;ANTOFAGASTA;ARRIENDO CASA PARA EMPRESAS - SECTOR CORVALLIS;USADA;;27-11-2018;;ARRIENDO;3;4;UF;II;CASAS;UF 43,60;43,60;;;100;200;;
;ANTOFAGASTA;VALLE DEL MAR;USADA;;23-05-2019;;ARRIENDO;3;5;UF;II;CASAS;UF 45,06;45,06;;;350;150;;
;ANTOFAGASTA;AMPLIA CASA EN VALLE MAR;USADA;;16-05-2019;;ARRIENDO;3;5;UF;II;CASAS;UF 45,09;45,09;;;8;8;;
;ANTOFAGASTA;GERARDO ZUNIGA;USADA;;11-06-2019;;ARRIENDO;3;6;UF;II;CASAS;UF 46,71;46,71;;;350;180;;
;ANTOFAGASTA;ACOGEDORA CASA CENTRICA.;USADA;;14-11-2017;;ARRIENDO;2;7;UF;II;CASAS;UF 46,80;46,80;;;209;134;;
;ANTOFAGASTA;GRAN VIA;USADA;;17-05-2019;;ARRIENDO;6;12;UF;II;CASAS;UF 46,89;46,89;;;300;250;;
;ANTOFAGASTA;TRAVESIA DE LA PLAZA;USADA;;12-01-2019;;ARRIENDO;4;5;UF;II;CASAS;UF 47,16;47,16;;;450;350;;
;MEJILLONES;IGNACIO RIQUELME 299;USADA;;01-06-2019;;ARRIENDO;3;5;UF;II;CASAS;UF 48,62;48,62;;;204;132;;
;ANTOFAGASTA;HERMOSA Y GRANDE CASA UBICADA EN VALLE D;USADA;;15-11-2018;;ARRIENDO;3;4;UF;II;CASAS;UF 50,40;50,40;;;;260;;
;ANTOFAGASTA;GERARDO ZUNIGA;USADA;;25-04-2019;;ARRIENDO;;5;UF;II;CASAS;UF 50,40;50,40;;;;;;
;ANTOFAGASTA;ALPACAS;USADA;;04-06-2019;;ARRIENDO;4;5;UF;II;CASAS;UF 50,41;50,41;;;330;250;;
;CALAMA;LOS CEDROS - CASA 903;USADA;;31-05-2019;;ARRIENDO;3;6;UF;II;CASAS;UF 50,43;50,43;;;220;200;;
;ANTOFAGASTA;JARDINES DEL SUR;USADA;;03-05-2019;;ARRIENDO;3;6;UF;II;CASAS;UF 50,59;50,59;;;600;400;;
;CALAMA;PASAJE SOTOMAYOR 1959 - CASA 8;USADA;;15-12-2015;;ARRIENDO;5;5;UF;II;CASAS;UF 52,25;52,25;;;300;100;;
;CALAMA;PASAJE SOTOMAYOR 1959 - CASA 8;USADA;;16-12-2015;;ARRIENDO;5;5;UF;II;CASAS;UF 52,25;52,25;;;300;100;;
;ANTOFAGASTA;HERMOSA CASA EN VENTA O ARRIENDO VALLE D;USADA;;16-04-2019;;ARRIENDO;;4;UF;II;CASAS;UF 54,00;54,00;;;;;;
;ANTOFAGASTA;JARDINES DEL SUR;USADA;;15-04-2019;;ARRIENDO;2;3;UF;II;CASAS;UF 54,36;54,36;;;200;120;;
;ANTOFAGASTA;PARQUE INGLES;USADA;;14-06-2018;;ARRIENDO;4;7;UF;II;CASAS;UF 55,32;55,32;;;350;220;;
;ANTOFAGASTA;CASA CON EXCELENTE UBICACION;USADA;;31-05-2019;;ARRIENDO;2;3;UF;II;CASAS;UF 60,00;60,00;;;239;151;;
;ANTOFAGASTA;SECTOR SUR;USADA;;28-03-2019;;ARRIENDO;3;7;UF;II;CASAS;UF 61,23;61,23;;;250;200;;
;ANTOFAGASTA;SECTOR SUR;USADA;;27-03-2019;;ARRIENDO;4;5;UF;II;CASAS;UF 61,67;61,67;;;320;250;;
;ANTOFAGASTA;CASA;USADA;;24-07-2017;;ARRIENDO;;;UF;II;CASAS;UF 63,45;63,45;;;;160;;
;ANTOFAGASTA;JARDINES DEL SUR / AV. ESCONDIDA;USADA;;17-06-2019;;ARRIENDO;5;5;UF;II;CASAS;UF 64,68;64,68;;;400;450;;
;ANTOFAGASTA;SECTOR COVIEFI SUR;USADA;;01-08-2017;;ARRIENDO;4;8;UF;II;CASAS;UF 64,80;64,80;;;200;345;;
;ANTOFAGASTA;CASA;USADA;;06-12-2017;;ARRIENDO;3;6;UF;II;CASAS;UF 64,80;64,80;;;;210;;
;ANTOFAGASTA;CASA EN CASCO ANTIGUO;USADA;;16-10-2018;;ARRIENDO;4;5;UF;II;CASAS;UF 64,80;64,80;;;400;370;;
;ANTOFAGASTA;VALLE DEL MAR;USADA;;05-04-2019;;ARRIENDO;4;5;UF;II;CASAS;UF 65,00;65,00;;;330;254;;
;ANTOFAGASTA;GRAN CASA ESQUINA SECTOR BALNEARIO;USADA;;31-05-2019;;ARRIENDO;5;8;UF;II;CASAS;UF 72,00;72,00;;;;;;
;ANTOFAGASTA;GRAN CASA ARRIENDO SECTOR SUR;USADA;;31-05-2019;;ARRIENDO;5;6;UF;II;CASAS;UF 72,00;72,00;;;220;180;;
;ANTOFAGASTA;SUBIDA DE LA QUEBRADA;USADA;;30-05-2019;;ARRIENDO;3;4;UF;II;CASAS;UF 72,01;72,01;;;400;220;;
;ANTOFAGASTA;SECTOR CENTRO;USADA;;31-05-2019;;ARRIENDO;7;10;UF;II;CASAS;UF 72,04;72,04;;;260;200;;
;ANTOFAGASTA;JARDINES DEL SUR;USADA;;31-05-2019;;ARRIENDO;4;4;UF;II;CASAS;UF 72,04;72,04;;;400;270;;
;ANTOFAGASTA;NAVIDAD 069;USADA;;01-10-2018;;ARRIENDO;3;5;UF;II;CASAS;UF 72,37;72,37;;;200;350;;
;CALAMA;CALAMA;USADA;;14-02-2019;;ARRIENDO;15;15;UF;II;CASAS;UF 72,55;72,55;;;10100;200;;
;ANTOFAGASTA;CASA EN GRAN VIA;USADA;;16-10-2018;;ARRIENDO;4;5;UF;II;CASAS;UF 90,00;90,00;;;300;250;;
;ANTOFAGASTA;SIMON BOLIVAR 572;USADA;;27-10-2018;;ARRIENDO;5;20;UF;II;CASAS;UF 91,17;91,17;;;325;280;;
;ANTOFAGASTA;AMPLIA CASA APTA PARA OFICINAS O NEGOCIO SECTOR PLAYA BLANCA 240 MT2;USADA;;03-12-2018;;ARRIENDO;4;5;UF;II;CASAS;UF 105,00;105,00;;;485;240;;
;ANTOFAGASTA;BELLAVISTA;USADA;;11-12-2018;;ARRIENDO;18;28;UF;II;CASAS;UF 105,30;105,30;;;1;1;;
;ANTOFAGASTA;ESCONDIDA 3000;USADA;;17-05-2019;;ARRIENDO;4;4;UF;II;CASAS;UF 107,84;107,84;;;400;430;;
;ANTOFAGASTA;GRAN CASA;USADA;;19-10-2017;;ARRIENDO;5;12;UF;II;CASAS;UF 108,00;108,00;;;;250;;
;ANTOFAGASTA;PARQUE INGLES;USADA;;31-05-2019;;ARRIENDO;5;12;UF;II;CASAS;UF 108,06;108,06;;;350;300;;
;ANTOFAGASTA;JARDINES DEL SUR;USADA;;31-03-2019;;ARRIENDO;4;4;UF;II;CASAS;UF 108,83;108,83;;;598;430;;
;ANTOFAGASTA;AVENIDA ANGAMOS;USADA;;11-12-2018;;ARRIENDO;7;14;UF;II;CASAS;UF 108,93;108,93;;;112;112;;
;ANTOFAGASTA;HOMERO AVILA 850;USADA;;30-10-2018;;ARRIENDO;3;6;UF;II;CASAS;UF 110,00;110,00;;;300;250;;
;ANTOFAGASTA;ANTOFAGASTA AV. ANGAMOS - PARQUE BRASIL;USADA;;05-06-2019;;ARRIENDO;2;6;UF;II;CASAS;UF 115,21;115,21;;;200;250;;
;ANTOFAGASTA;GRAN RESIDENCIAL CON ESTANDAR MEL;USADA;;31-05-2019;;ARRIENDO;;8;UF;II;CASAS;UF 126,00;126,00;;;260;230;;
;ANTOFAGASTA;AVDA. BALMACEDA / WASHINGTON;USADA;;05-08-2018;;ARRIENDO;4;13;UF;II;CASAS;UF 131,65;131,65;;;260;260;;
;ANTOFAGASTA;SALAR DE PUNTA NEGRA / ESCONDIDA;USADA;;19-12-2018;;ARRIENDO;3;4;UF;II;CASAS;UF 145,11;145,11;;;942;350;;
;ANTOFAGASTA;JARDINES DEL SUR;USADA;;13-09-2018;;ARRIENDO;4;4;UF;II;CASAS;UF 146,28;146,28;;;1000;960;;
;ANTOFAGASTA;ANTOFAGASTA ARRIENDO CASA EMPRESAS;USADA;;24-05-2019;;ARRIENDO;8;13;UF;II;CASAS;UF 165,80;165,80;;;400;400;;
;ANTOFAGASTA;HOSTAL RESIDENCIAL SIN COMISION LOS ALAMOS 281;USADA;;08-11-2018;;ARRIENDO;17;30;UF;II;CASAS;UF 166,48;166,48;;;600;450;;
;ANTOFAGASTA;POUPIN;USADA;;13-04-2018;;ARRIENDO;38;38;UF;II;CASAS;UF 185,36;185,36;;;320;500;;
;ANTOFAGASTA;POUPIN;USADA;;13-04-2018;;ARRIENDO;10;17;UF;II;CASAS;UF 259,51;259,51;;;320;500;;
;ANTOFAGASTA;PASAJE GREGORIO LOBOS;USADA;;22-04-2019;;ARRIENDO;2;4;UF;II;CASAS;UF 5.200,00;5.200,00;;;240;240;;
;ANTOFAGASTA;SANTA GUILLERMINA;USADA;;13-03-2019;;ARRIENDO;3;3;UF;II;CASAS;UF 6.000,00;6.000,00;;;100;100;;
;CALAMA;ARTURO PRAT 2158 - CASA 1;USADA;;22-05-2019;;ARRIENDO;2;3;UF;II;CASAS;UF 16,94;16,94;;;100,67;76,81;;
;ANTOFAGASTA;ANTOFAGASTA - CASA 1000;USADA;;03-06-2019;;ARRIENDO;2;3;UF;II;CASAS;UF 23,41;23,41;;;180;150;;
;CALAMA;CURUTU 1875;USADA;;14-05-2019;;ARRIENDO;4;6;UF;II;CASAS;UF 43,29;43,29;;;313;104;;
;ANTOFAGASTA;BELLAVISTA 3781;USADA;;07-06-2019;;ARRIENDO;1;1;UF;II;CASAS;UF 14,04;14,04;;;35;35;;
;ANTOFAGASTA;CERRO TRAPECIO;USADA;;29-05-2019;;ARRIENDO;2;3;UF;II;CASAS;UF 14,41;14,41;;;165;100;;
;ANTOFAGASTA;ANACLETO SOLORZA;USADA;;14-06-2019;;ARRIENDO;1;2;UF;II;CASAS;UF 17,26;17,26;;;55;60;;
;ANTOFAGASTA;JOSE TORIBIO MEDINA;USADA;;11-06-2019;;ARRIENDO;2;2;UF;II;CASAS;UF 19,05;19,05;;;72;62;;
;ANTOFAGASTA;SE ARRIENDA CASA SECTOR COSTA LAGUNA / SAN MARCOS;USADA;;31-05-2019;;ARRIENDO;2;3;UF;II;CASAS;UF 20,89;20,89;;;170;65;;
;ANTOFAGASTA;COVIEFI;USADA;;08-05-2019;;ARRIENDO;3;4;UF;II;CASAS;UF 25,27;25,27;;;114;114;;
;CALAMA;VILLA AYQUINA;USADA;;07-06-2019;;ARRIENDO;2;3;UF;II;CASAS;UF 32,40;32,40;;;10;10;;
;CALAMA;VILLA LOS YACIMIENTOS;USADA;;23-05-2019;;ARRIENDO;3;6;UF;II;CASAS;UF 32,40;32,40;;;300;150;;
;ANTOFAGASTA;IMPECABLE!!;USADA;;31-05-2019;;ARRIENDO;1;1;UF;II;DEPARTAMENTOS;UF 14,41;14,41;;;55;48;;
;ANTOFAGASTA;SUBIDA DEL DESIERTO 310;USADA;;10-05-2019;;ARRIENDO;2;2;UF;II;DEPARTAMENTOS;UF 15,52;15,52;;;73;73;;
;ANTOFAGASTA;OVIEDO CAVADA CON IGNACIO ZENTENO;USADA;;05-06-2019;;ARRIENDO;2;3;UF;II;DEPARTAMENTOS;UF 16,20;16,20;;;65;68;;
;ANTOFAGASTA;AVENIDA IQUIQUE 3757 - DEPARTAMENTO 1106;USADA;;25-05-2019;;ARRIENDO;2;3;UF;II;DEPARTAMENTOS;UF 16,22;16,22;;;58;58;;
;ANTOFAGASTA;URIBE 335;USADA;;26-05-2019;;ARRIENDO;2;2;UF;II;DEPARTAMENTOS;UF 16,22;16,22;;;60;55;;
;ANTOFAGASTA;AV. EDMUNDO PEREZ ZUJOVIC;USADA;;19-05-2019;;ARRIENDO;2;2;UF;II;DEPARTAMENTOS;UF 16,95;16,95;;;70;70;;
;ANTOFAGASTA;AVENIDA EDMUNDO PEREZ ZUJOVIC;USADA;;10-06-2019;;ARRIENDO;2;2;UF;II;DEPARTAMENTOS;UF 17,25;17,25;;;84;92;;
;ANTOFAGASTA;NICOLAS TIRADO 90;USADA;;09-06-2019;;ARRIENDO;2;2;UF;II;DEPARTAMENTOS;UF 17,27;17,27;;;62;60;;
;ANTOFAGASTA;AVENIDA CERRO PARANAL 350;USADA;;17-06-2019;;ARRIENDO;2;3;UF;II;DEPARTAMENTOS;UF 19,76;19,76;;;8;87;;
;ANTOFAGASTA;AVELINO CONTARDO 1200;USADA;;23-05-2019;;ARRIENDO;2;3;UF;II;DEPARTAMENTOS;UF 19,82;19,82;;;100;100;;
;ANTOFAGASTA;VIRGILIO ARIAS 650;USADA;;09-06-2019;;ARRIENDO;2;2;UF;II;DEPARTAMENTOS;UF 21,59;21,59;;;90;84;;
;ANTOFAGASTA;MANUEL VERBAL 1333 - DEPARTAMENTO 92;USADA;;21-05-2019;;ARRIENDO;2;3;UF;II;DEPARTAMENTOS;UF 21,63;21,63;;;115;100;;
;ANTOFAGASTA;GENERAL VELASQUEZ 1046 - DEPARTAMENTO 604;USADA;;28-05-2019;;ARRIENDO;2;3;UF;II;DEPARTAMENTOS;UF 22,65;22,65;;;104;97;;
;ANTOFAGASTA;ANTOFAGASTA;USADA;;12-06-2019;;ARRIENDO;3;3;UF;II;DEPARTAMENTOS;UF 23,02;23,02;;;130;130;;
;ANTOFAGASTA;AVENIDA CERRO PARANAL 515;USADA;;02-06-2019;;ARRIENDO;2;3;UF;II;DEPARTAMENTOS;UF 23,41;23,41;;;115;115;;
;ANTOFAGASTA;LIMONITA 10590;USADA;;18-05-2019;;ARRIENDO;1;1;UF;II;DEPARTAMENTOS;UF 12,62;12,62;;;70;70;;
